survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
DES,17.1156,16.3402,16.0741,15.9285,17.0663,16.3913,16.1013,15.9773,42.6916,0.865483,0.172303,0.114663,0.0839473,0.0639469,0.170502,0.120695,0.0892284,0.0704686
DES,18.0091,17.3607,17.182,17.0853,17.99,17.3984,17.1973,17.1134,41.9052,0.906223,0.140386,0.0934228,0.0683971,0.0521015,0.138919,0.0983378,0.0726999,0.0574152
DES,18.957,18.1181,17.8483,17.6979,18.8797,18.1696,17.8794,17.7509,41.9077,0.576652,0.123081,0.0819064,0.0599657,0.0456789,0.121794,0.0862155,0.0637381,0.0503375
DES,15.3028,14.8574,14.7264,14.6757,15.2754,14.882,14.7384,14.71,42.219,0.30488,0.152543,0.101513,0.0743199,0.0566132,0.150948,0.106853,0.0789953,0.0623869
DES,18.3711,17.4821,17.1885,17.0207,18.3295,17.5483,17.227,17.0752,43.0993,0.80674,0.241798,0.160909,0.117806,0.0897386,0.239271,0.169375,0.125217,0.0988907
DES,17.7817,17.4435,17.3517,17.328,17.7544,17.4189,17.304,17.2757,42.2781,0.935208,0.174254,0.115961,0.0848979,0.064671,0.172433,0.122062,0.0902388,0.0712665
DES,18.8471,18.0588,17.7714,17.6036,18.7774,18.1146,17.8013,17.683,42.5576,0.354937,0.223006,0.148404,0.10865,0.0827643,0.220675,0.156211,0.115485,0.0912051
DES,17.4493,16.8583,16.6959,16.6134,17.3987,16.8988,16.6993,16.642,42.557,0.420404,0.198358,0.132001,0.0966413,0.0736165,0.196284,0.138946,0.102721,0.0811244
DES,18.5329,18.0308,17.849,17.7559,18.4932,18.07,17.8651,17.8057,42.5791,0.462794,0.185533,0.123467,0.090393,0.0688569,0.183594,0.129962,0.0960796,0.0758794
DES,17.4196,16.5669,16.3063,16.1592,17.3803,16.6217,16.3374,16.2074,42.6779,0.442909,0.20989,0.139675,0.10226,0.0778964,0.207696,0.147024,0.108693,0.0858408
DES,18.7566,18.3923,18.2791,18.2332,18.7256,18.4077,18.2707,18.2881,42.6914,0.765079,0.170703,0.113598,0.0831677,0.063353,0.168919,0.119574,0.0883997,0.0698141
DES,16.7629,16.1994,16.0449,15.9707,16.7354,16.2358,16.0547,15.9904,42.6457,0.582895,0.180908,0.120389,0.0881395,0.0671403,0.179017,0.126722,0.0936843,0.0739877
DES,18.6348,17.8786,17.6121,17.4623,18.5985,17.9349,17.6455,17.5239,41.9631,0.596134,0.126917,0.0844595,0.0618349,0.0471027,0.12559,0.0889029,0.0657248,0.0519065
DES,17.3358,16.8938,16.7666,16.7113,17.3101,16.9199,16.7725,16.7393,42.9799,0.770793,0.223745,0.148895,0.10901,0.0830384,0.221406,0.156729,0.115868,0.0915071
DES,17.0328,16.3147,16.1017,15.9851,16.9853,16.3589,16.1162,16.0216,42.8906,0.710313,0.218442,0.145366,0.106426,0.0810702,0.216158,0.153014,0.113121,0.0893383
DES,17.3691,16.9506,16.8288,16.7793,17.3218,16.972,16.826,16.7999,42.322,0.175155,0.162803,0.10834,0.0793185,0.0604209,0.161101,0.11404,0.0843084,0.066583
DES,18.7348,18.1095,17.9233,17.8237,18.7073,18.1539,17.9406,17.8861,42.3278,0.713197,0.187707,0.124913,0.0914519,0.0696635,0.185744,0.131485,0.0972051,0.0767682
DES,16.776,16.2916,16.156,16.0947,16.7387,16.3165,16.1524,16.1171,41.8847,0.925677,0.13643,0.0907898,0.0664695,0.0506331,0.135003,0.0955663,0.070651,0.055797
DES,17.7667,17.3037,17.167,17.1007,17.7368,17.3327,17.1712,17.1294,41.8841,0.92102,0.136433,0.0907923,0.0664713,0.0506345,0.135007,0.0955689,0.0706529,0.0557985
DES,18.5639,17.9861,17.7709,17.6574,18.545,18.0416,17.798,17.6725,42.8828,0.787487,0.205308,0.136627,0.100028,0.0761961,0.203162,0.143814,0.10632,0.083967
DES,17.489,16.8112,16.6046,16.4918,17.4524,16.8592,16.6163,16.5388,42.9625,0.683277,0.242955,0.161679,0.118369,0.0901679,0.240415,0.170185,0.125816,0.0993638
DES,17.3986,16.6215,16.3493,16.2006,17.3503,16.6724,16.3643,16.2367,42.7404,0.652667,0.193482,0.128757,0.0942659,0.071807,0.19146,0.135531,0.100196,0.0791304
DES,18.515,18.0461,17.899,17.8417,18.488,18.0928,17.9153,17.8593,42.6684,0.612132,0.183142,0.121876,0.0892282,0.0679696,0.181228,0.128288,0.0948415,0.0749016
DES,17.8122,17.3321,17.1881,17.1337,17.7795,17.3664,17.1946,17.1535,42.667,0.612978,0.182935,0.121738,0.0891274,0.0678928,0.181023,0.128143,0.0947343,0.0748169
DES,16.7575,16.0254,15.8293,15.7302,16.7155,16.0662,15.8415,15.7699,42.6218,0.639316,0.176988,0.11778,0.0862298,0.0656855,0.175138,0.123977,0.0916544,0.0723846
DES,17.935,17.4624,17.3271,17.2695,17.9232,17.485,17.3294,17.3032,42.2491,0.974047,0.177863,0.118362,0.0866558,0.0660101,0.176003,0.124589,0.0921073,0.0727422
DES,18.958,18.4117,18.2366,18.1538,18.9148,18.4351,18.2453,18.2029,42.0168,0.315648,0.144541,0.0961878,0.0704214,0.0536435,0.14303,0.101248,0.0748516,0.0591144
DES,17.4728,16.7913,16.5932,16.4871,17.4264,16.8372,16.611,16.5338,42.0852,0.539516,0.143643,0.0955903,0.069984,0.0533103,0.142142,0.100619,0.0743867,0.0587473
DES,16.9635,16.4696,16.327,16.2632,16.9248,16.4918,16.3285,16.29,42.8684,0.820124,0.204502,0.13609,0.0996345,0.0758966,0.202364,0.143249,0.105902,0.083637
DES,16.5256,16.0445,15.9094,15.8504,16.499,16.0743,15.9152,15.8745,42.9941,0.69439,0.242778,0.161561,0.118283,0.0901021,0.24024,0.170061,0.125724,0.0992912
DES,18.5826,18.0681,17.9121,17.8374,18.4947,18.1005,17.9284,17.8522,42.6884,0.771248,0.16969,0.112923,0.082674,0.0629769,0.167916,0.118864,0.0878749,0.0693997
DES,18.24,17.5853,17.386,17.2854,18.1999,17.6237,17.4019,17.3248,41.8212,0.960249,0.126343,0.0840775,0.0615552,0.0468897,0.125022,0.0885009,0.0654276,0.0516718
DES,18.5186,17.7028,17.3988,17.2276,18.4875,17.7776,17.4293,17.2931,42.7987,0.744409,0.19483,0.129654,0.0949226,0.0723073,0.192794,0.136475,0.100894,0.0796817
DES,17.7513,17.1271,16.9298,16.8258,17.7131,17.1655,16.9412,16.8513,42.4858,0.945627,0.180966,0.120427,0.0881677,0.0671618,0.179074,0.126763,0.0937143,0.0740114
DES,17.8399,17.3783,17.2462,17.191,17.826,17.4059,17.246,17.2219,42.4456,0.783891,0.177647,0.118219,0.0865508,0.0659301,0.17579,0.124438,0.0919956,0.0726541
DES,16.9527,16.4496,16.2959,16.2248,16.9212,16.4775,16.3054,16.251,42.0335,0.865505,0.154277,0.102666,0.0751646,0.0572567,0.152664,0.108068,0.0798931,0.063096
DES,17.4058,16.9348,16.7969,16.7379,17.3811,16.9667,16.8027,16.7625,42.221,0.670089,0.178648,0.118885,0.0870387,0.0663017,0.176781,0.12514,0.0925142,0.0730636
DES,17.4003,16.6166,16.3429,16.193,17.3553,16.6687,16.3725,16.2457,42.0305,0.61752,0.137007,0.091174,0.0667507,0.0508474,0.135575,0.0959707,0.0709499,0.0560331
DES,17.6944,17.3651,17.2649,17.2331,17.6553,17.3711,17.2683,17.2347,41.9318,0.586481,0.12467,0.082964,0.06074,0.0462687,0.123367,0.0873288,0.0645611,0.0509875
DES,17.7006,17.2952,17.1824,17.1389,17.6737,17.3157,17.19,17.16,42.2511,0.122543,0.156913,0.104421,0.0764492,0.0582352,0.155273,0.109915,0.0812585,0.0641744
DES,16.5134,15.7398,15.5029,15.3767,16.4578,15.7861,15.5193,15.4163,42.6228,0.912182,0.172495,0.11479,0.0840407,0.064018,0.170692,0.120829,0.0893277,0.070547
DES,17.2145,16.4827,16.2727,16.1565,17.1831,16.5285,16.2874,16.2027,42.0824,0.714894,0.148402,0.0987569,0.0723024,0.0550763,0.14685,0.103953,0.0768508,0.0606934
DES,17.9586,17.4763,17.3235,17.2497,17.9292,17.4937,17.3295,17.2803,42.3585,0.827607,0.18193,0.121069,0.0886376,0.0675197,0.180028,0.127439,0.0942137,0.0744058
DES,18.7496,18.4003,18.2972,18.2551,18.7325,18.4308,18.2945,18.2594,43.1029,0.928316,0.229031,0.152413,0.111586,0.0850004,0.226637,0.160432,0.118605,0.0936692
DES,18.9124,18.3406,18.1373,18.0319,18.8725,18.3693,18.1553,18.074,41.8401,0.507908,0.121969,0.0811667,0.0594242,0.0452664,0.120694,0.0854369,0.0631625,0.0498829
DES,17.3323,16.9799,16.8913,16.8614,17.3047,16.995,16.8925,16.8769,41.8265,0.541544,0.119229,0.0793432,0.0580891,0.0442494,0.117983,0.0835175,0.0617435,0.0487622
DES,18.1487,17.6582,17.5136,17.4491,18.1137,17.6731,17.5124,17.4713,41.8483,0.859607,0.129184,0.0859682,0.0629395,0.0479441,0.127834,0.090491,0.0668989,0.0528338
DES,18.4509,18.1555,18.0716,18.0444,18.4285,18.169,18.0655,18.0598,42.2271,0.619998,0.179243,0.119281,0.0873284,0.0665224,0.177369,0.125556,0.0928221,0.0733068
DES,17.0145,16.5135,16.3733,16.309,16.9706,16.5421,16.3837,16.3389,42.7055,0.799537,0.171736,0.114285,0.0836711,0.0637365,0.169941,0.120298,0.0889348,0.0702367
DES,17.6208,16.8873,16.6937,16.5869,17.59,16.9294,16.7021,16.6271,42.4397,0.72767,0.169336,0.112688,0.0825017,0.0628456,0.167566,0.118617,0.0876918,0.069255
DES,17.6733,17.2413,17.1068,17.0501,17.6299,17.2569,17.1021,17.074,42.4864,0.474962,0.172426,0.114744,0.0840071,0.0639925,0.170624,0.120781,0.0892919,0.0705188
DES,18.3917,17.9733,17.8409,17.7841,18.3753,18.0042,17.8473,17.8029,42.9861,0.706303,0.239072,0.159095,0.116477,0.0887267,0.236572,0.167465,0.123805,0.0977755
DES,16.1375,15.4563,15.2547,15.1539,16.0971,15.498,15.2711,15.2014,42.2418,0.530414,0.176289,0.117315,0.085889,0.0654259,0.174446,0.123487,0.0912922,0.0720985
DES,16.7861,16.2821,16.1361,16.0678,16.752,16.3136,16.1413,16.0914,42.0218,0.361151,0.14352,0.0955081,0.0699239,0.0532645,0.14202,0.100533,0.0743227,0.0586967
DES,18.169,17.3416,17.078,16.9297,18.1299,17.3967,17.1072,16.9795,42.3957,0.780747,0.18359,0.122174,0.0894464,0.0681358,0.181671,0.128601,0.0950734,0.0750847
DES,18.7749,18.0489,17.8107,17.6795,18.7051,18.1009,17.8364,17.7195,41.9305,0.456117,0.131964,0.0878184,0.064294,0.048976,0.130585,0.0924385,0.0683387,0.0539708
DES,17.549,16.8611,16.6514,16.5403,17.5001,16.9031,16.6583,16.5617,42.0192,0.27472,0.145529,0.0968452,0.0709027,0.0540102,0.144008,0.10194,0.0753632,0.0595185
DES,18.2475,17.7125,17.554,17.4792,18.2115,17.7446,17.5573,17.4815,42.5375,0.934629,0.175324,0.116673,0.0854189,0.0650679,0.173491,0.122811,0.0907925,0.0717039
DES,17.6444,17.1759,17.0208,16.9494,17.6068,17.2084,17.0304,16.9811,42.9132,0.635805,0.23545,0.156685,0.114713,0.0873824,0.232988,0.164928,0.121929,0.0962942
DES,17.6189,17.1536,17.0152,16.9535,17.584,17.1725,17.0257,16.9693,42.603,0.853682,0.167682,0.111587,0.0816956,0.0622317,0.165929,0.117458,0.086835,0.0685784
DES,17.6632,17.1623,17.0113,16.9366,17.6187,17.1902,16.9986,16.9272,42.8018,0.587207,0.212784,0.141602,0.10367,0.0789706,0.21056,0.149051,0.110192,0.0870246
DES,18.304,17.8019,17.6482,17.5756,18.2733,17.8333,17.6548,17.621,42.4019,0.400297,0.168753,0.1123,0.0822174,0.0626291,0.166988,0.118208,0.0873896,0.0690164
DES,18.6349,18.1798,18.0442,17.9832,18.587,18.2059,18.0517,18.0048,42.1075,0.576247,0.147166,0.0979346,0.0717004,0.0546178,0.145628,0.103087,0.076211,0.060188
DES,18.2811,17.7071,17.5326,17.4432,18.2477,17.7487,17.5534,17.489,42.08,0.563005,0.142449,0.0947957,0.0694023,0.0528672,0.14096,0.0997829,0.0737683,0.0582589
DES,18.9921,18.4995,18.356,18.294,18.9681,18.5025,18.3537,18.3211,42.2197,0.493186,0.171535,0.114151,0.083573,0.0636617,0.169742,0.120157,0.0888305,0.0701543
DES,17.6248,16.9,16.6673,16.5356,17.5701,16.9591,16.6856,16.5831,41.9844,0.501821,0.13354,0.0888666,0.0650614,0.0495606,0.132144,0.0935419,0.0691544,0.0546151
DES,16.4647,15.9184,15.757,15.6815,16.4337,15.9494,15.7622,15.7119,42.991,0.951157,0.205743,0.136916,0.100239,0.0763573,0.203592,0.144119,0.106545,0.0841447
DES,15.7729,15.3415,15.212,15.1624,15.7317,15.3604,15.2126,15.1782,42.3007,0.606231,0.186355,0.124014,0.0907936,0.069162,0.184407,0.130538,0.0965053,0.0762156
DES,18.7834,18.1747,17.9497,17.8289,18.7585,18.2315,17.9685,17.8851,42.3968,0.500866,0.175853,0.117025,0.0856768,0.0652643,0.174015,0.123182,0.0910666,0.0719204
DES,15.8573,15.2513,15.0429,14.9241,15.8224,15.2997,15.0549,14.9605,43.1888,0.894501,0.245482,0.163361,0.1196,0.0911056,0.242916,0.171955,0.127124,0.100397
DES,17.3462,16.7764,16.6256,16.551,17.305,16.8031,16.6307,16.5897,42.4609,0.593733,0.164341,0.109364,0.0800683,0.060992,0.162623,0.115118,0.0851053,0.0672124
DES,16.6811,16.2651,16.147,16.0975,16.6559,16.2875,16.1396,16.1164,42.4372,0.64516,0.164599,0.109536,0.080194,0.0610878,0.162879,0.115299,0.0852389,0.0673179
DES,18.1218,17.3243,17.0647,16.9168,18.0705,17.3756,17.0858,16.9618,42.4438,0.642141,0.163317,0.108682,0.079569,0.0606117,0.161609,0.1144,0.0845746,0.0667932
DES,16.6327,16.1489,16.0046,15.9373,16.6014,16.187,16.0062,15.9654,42.4323,0.592358,0.168221,0.111946,0.0819586,0.062432,0.166463,0.117836,0.0871145,0.0687992
DES,17.7039,17.2451,17.0998,17.0334,17.6329,17.2806,17.1115,17.0617,41.998,0.201989,0.143682,0.0956163,0.0700031,0.0533249,0.14218,0.100647,0.0744069,0.0587633
DES,17.7163,17.1044,16.9312,16.8445,17.6844,17.1454,16.9499,16.8834,42.0643,0.135265,0.149383,0.0994102,0.0727807,0.0554407,0.147822,0.10464,0.0773592,0.0610949
DES,17.7106,17.1038,16.9104,16.8097,17.6578,17.1421,16.9288,16.8357,42.0698,0.121391,0.14891,0.0990954,0.0725502,0.0552651,0.147354,0.104309,0.0771142,0.0609014
DES,18.6241,18.0836,17.914,17.8331,18.6052,18.111,17.9266,17.858,42.05,0.767734,0.148115,0.0985662,0.0721628,0.05497,0.146567,0.103752,0.0767025,0.0605762
DES,18.5557,17.9229,17.7293,17.625,18.5068,17.9691,17.7461,17.6551,43.1753,0.877826,0.245616,0.16345,0.119666,0.0911556,0.243049,0.17205,0.127194,0.100452
DES,18.8035,18.4648,18.3652,18.3265,18.7692,18.4743,18.357,18.3397,42.3996,0.569248,0.176121,0.117203,0.0858074,0.0653638,0.17428,0.123369,0.0912055,0.07203
DES,17.2298,16.6595,16.4595,16.3552,17.1845,16.6934,16.4786,16.3802,42.0889,0.238517,0.150281,0.100007,0.0732177,0.0557736,0.14871,0.105269,0.0778238,0.0614617
DES,16.722,16.2721,16.1363,16.0717,16.7004,16.3039,16.1379,16.0952,43.0905,0.887892,0.230726,0.153541,0.112411,0.0856293,0.228314,0.161619,0.119483,0.0943624
DES,18.4896,17.7,17.4263,17.2717,18.4225,17.7473,17.4573,17.3186,42.2683,0.500099,0.175516,0.116801,0.0855125,0.0651392,0.173681,0.122945,0.090892,0.0717825
DES,15.7629,15.3344,15.1996,15.1483,15.7353,15.3636,15.2065,15.1676,42.9675,0.751869,0.225431,0.150018,0.109832,0.0836642,0.223074,0.15791,0.116741,0.0921968
DES,16.8644,16.0871,15.8226,15.6825,16.8093,16.0868,15.7883,15.6566,42.9638,0.702196,0.237898,0.158314,0.115905,0.0882909,0.235411,0.166643,0.123197,0.0972954
DES,18.7873,18.0304,17.7755,17.6287,18.735,18.0832,17.7975,17.6877,42.1961,0.454704,0.166335,0.110691,0.0810398,0.0617321,0.164597,0.116515,0.0861379,0.0680279
DES,16.7288,16.2905,16.1742,16.1294,16.7055,16.3091,16.1752,16.1549,42.02,0.716069,0.139325,0.0927165,0.06788,0.0517076,0.137868,0.0975944,0.0721503,0.0569811
DES,18.1688,17.7807,17.687,17.6556,18.1671,17.8034,17.6752,17.6712,41.8877,0.543271,0.122659,0.0816259,0.0597603,0.0455224,0.121377,0.0859203,0.0635198,0.0501651
DES,17.9296,17.4785,17.3459,17.2852,17.9059,17.5026,17.3554,17.3052,41.8522,0.486161,0.123967,0.0824964,0.0603977,0.0460079,0.122671,0.0868366,0.0641972,0.0507001
DES,18.8849,18.2053,17.9953,17.8856,18.8545,18.2411,18.019,17.9178,42.1649,0.712851,0.164236,0.109294,0.0800168,0.0609528,0.162519,0.115044,0.0850505,0.0671691
DES,18.2635,17.6648,17.4501,17.337,18.2266,17.7075,17.472,17.3862,42.3455,0.4256,0.167961,0.111773,0.0818319,0.0623355,0.166205,0.117654,0.0869799,0.0686928
DES,18.969,18.6773,18.5981,18.5757,18.9587,18.678,18.5805,18.557,42.0653,0.409684,0.146574,0.0975406,0.0714119,0.054398,0.145042,0.102672,0.0759043,0.0599458
DES,18.0972,17.3052,17.0596,16.9239,18.0365,17.3594,17.0858,16.9728,42.0107,0.316265,0.143895,0.0957577,0.0701065,0.0534037,0.142391,0.100795,0.0745169,0.0588501
DES,17.8673,17.4226,17.2739,17.2113,17.8394,17.4523,17.2856,17.2261,42.3546,0.655444,0.186422,0.124058,0.0908261,0.0691868,0.184473,0.130585,0.0965399,0.0762429
DES,17.2677,16.7173,16.5621,16.4837,17.2362,16.745,16.5701,16.5171,42.4091,0.656232,0.174029,0.115811,0.084788,0.0645873,0.17221,0.121904,0.0901219,0.0711743
DES,17.6748,17.0606,16.8698,16.771,17.6299,17.1046,16.8824,16.8118,42.0479,0.43593,0.143939,0.0957873,0.0701282,0.0534202,0.142435,0.100827,0.0745399,0.0588683
DES,17.084,16.5583,16.404,16.3301,17.0568,16.5871,16.4154,16.3613,42.0593,0.376698,0.146803,0.0976927,0.0715232,0.0544828,0.145268,0.102832,0.0760227,0.0600393
DES,17.8329,17.2392,17.0376,16.9309,17.7903,17.2782,17.0542,16.9634,42.0561,0.403064,0.145591,0.0968867,0.0709332,0.0540334,0.14407,0.101984,0.0753955,0.059544
DES,16.1582,15.4912,15.3124,15.2205,16.111,15.5309,15.3225,15.2573,42.4687,0.533949,0.169019,0.112477,0.082347,0.0627279,0.167252,0.118394,0.0875274,0.0691252
DES,17.3323,16.6743,16.4773,16.3724,17.2956,16.7177,16.4918,16.4126,42.0904,0.857607,0.160604,0.106877,0.0782473,0.0596049,0.158925,0.1125,0.0831698,0.0656838
DES,18.2999,17.6794,17.4819,17.3787,18.2623,17.7112,17.5048,17.4253,42.0461,0.728293,0.143965,0.0958043,0.0701407,0.0534297,0.14246,0.100845,0.0745532,0.0588788
DES,16.2547,15.6083,15.4235,15.3253,16.2161,15.6476,15.4376,15.3531,42.4737,0.570724,0.165595,0.110199,0.0806792,0.0614574,0.163864,0.115996,0.0857546,0.0677252
DES,16.1708,15.6741,15.512,15.4312,16.133,15.6986,15.5172,15.4523,42.6352,0.443722,0.205277,0.136606,0.100012,0.0761845,0.203131,0.143793,0.106304,0.0839543
DES,17.3548,16.7486,16.5344,16.4219,17.312,16.7908,16.5578,16.4554,42.4853,0.324407,0.199299,0.132628,0.0971001,0.073966,0.197216,0.139605,0.103209,0.0815095
DES,16.3974,15.9397,15.8175,15.7667,16.3646,15.967,15.8113,15.7844,42.6396,0.85132,0.167899,0.111732,0.0818017,0.0623125,0.166144,0.11761,0.0869478,0.0686675
DES,17.2522,16.667,16.5111,16.4349,17.2112,16.7024,16.537,16.451,42.6265,0.856734,0.168074,0.111848,0.0818868,0.0623773,0.166317,0.117733,0.0870382,0.0687389
DES,17.3068,16.9445,16.8578,16.8293,17.2703,16.9527,16.8625,16.8475,42.185,0.0851979,0.149287,0.0993461,0.0727337,0.0554049,0.147726,0.104573,0.0773093,0.0610554
DES,15.2763,14.8835,14.7825,14.7359,15.2463,14.8977,14.7761,14.7539,42.3599,0.357746,0.163833,0.109026,0.0798207,0.0608034,0.162121,0.114762,0.0848421,0.0670045
DES,15.6944,15.1864,15.0502,14.9846,15.6656,15.2197,15.0564,15.0113,42.3573,0.440253,0.16931,0.112671,0.082489,0.062836,0.16754,0.118598,0.0876783,0.0692444
DES,16.1997,15.7504,15.6306,15.5746,16.177,15.7766,15.62,15.5973,42.3501,0.455717,0.171235,0.113951,0.0834267,0.0635503,0.169445,0.119946,0.0886749,0.0700315
DES,16.2859,15.6004,15.3835,15.2707,16.2444,15.6391,15.4003,15.3216,42.4146,0.442563,0.170837,0.113687,0.083233,0.0634028,0.169051,0.119668,0.0884691,0.069869
DES,17.6961,16.8605,16.5915,16.4394,17.6494,16.9139,16.6166,16.4954,42.4113,0.434061,0.17047,0.113443,0.0830543,0.0632666,0.168688,0.119411,0.0882792,0.069719
DES,17.7618,17.4042,17.2921,17.2494,17.7297,17.4391,17.2944,17.2682,42.1076,0.0942733,0.148466,0.0987994,0.0723335,0.0551001,0.146914,0.103997,0.0768839,0.0607195
DES,15.7803,15.2956,15.1648,15.1054,15.7459,15.3264,15.1707,15.1357,42.1065,0.103204,0.149301,0.0993553,0.0727405,0.0554101,0.14774,0.104582,0.0773165,0.0610611
DES,18.0806,17.5466,17.3631,17.2675,18.0444,17.5855,17.3808,17.3054,41.9895,0.616772,0.129627,0.0862628,0.0631551,0.0481084,0.128272,0.0908011,0.0671282,0.0530148
DES,17.4297,16.6873,16.4589,16.3343,17.3887,16.739,16.4753,16.3731,41.9474,0.479817,0.131689,0.0876353,0.06416,0.0488739,0.130313,0.0922459,0.0681962,0.0538583
DES,18.9474,18.3768,18.1804,18.0785,18.8964,18.4101,18.1926,18.1148,42.5666,0.635943,0.170873,0.113711,0.0832503,0.063416,0.169086,0.119693,0.0884875,0.0698835
DES,17.2825,16.5928,16.3698,16.2448,17.2413,16.6436,16.387,16.29,42.571,0.583759,0.171145,0.113892,0.0833829,0.0635169,0.169356,0.119883,0.0886284,0.0699947
DES,18.4662,18.0131,17.851,17.7742,18.4248,18.0521,17.8646,17.7961,42.5362,0.629609,0.166175,0.110584,0.0809615,0.0616725,0.164438,0.116402,0.0860548,0.0679622
DES,17.6276,17.3389,17.2579,17.2325,17.6059,17.3535,17.2519,17.2473,42.5994,0.587482,0.17489,0.116384,0.0852075,0.0649068,0.173062,0.122507,0.0905678,0.0715264
DES,17.2229,16.6355,16.466,16.3737,17.1813,16.6669,16.4591,16.3896,42.536,0.695678,0.16228,0.107993,0.0790641,0.0602271,0.160584,0.113674,0.084038,0.0663694
DES,16.7798,16.3205,16.1872,16.1287,16.7435,16.3533,16.1879,16.1479,42.5666,0.621609,0.171166,0.113906,0.0833934,0.063525,0.169377,0.119899,0.0886396,0.0700036
DES,17.7215,17.2732,17.147,17.092,17.6938,17.3061,17.1515,17.113,42.5338,0.652299,0.165155,0.109905,0.0804644,0.0612938,0.163428,0.115688,0.0855264,0.0675449
DES,18.2998,17.69,17.5051,17.4105,18.2616,17.7359,17.5256,17.4589,42.074,0.272411,0.149498,0.0994866,0.0728366,0.0554833,0.147935,0.104721,0.0774186,0.0611418
DES,17.0413,16.5972,16.4704,16.4162,17.0109,16.6193,16.4773,16.4361,42.1984,0.616041,0.172374,0.11471,0.083982,0.0639733,0.170572,0.120745,0.0892652,0.0704977
DES,16.8704,16.1792,15.9705,15.8559,16.8276,16.2228,15.9852,15.8991,42.5332,0.403337,0.197995,0.13176,0.0964646,0.0734819,0.195925,0.138692,0.102533,0.0809761
DES,16.9407,16.5302,16.4158,16.376,16.9006,16.553,16.4212,16.3905,41.9791,0.656907,0.130143,0.0866062,0.0634065,0.0482999,0.128782,0.0911625,0.0673954,0.0532258
DES,17.774,17.3706,17.2615,17.2156,17.738,17.3874,17.263,17.2444,42.12,0.486784,0.151403,0.100754,0.0737645,0.0561901,0.14982,0.106055,0.0784049,0.0619207
DES,18.7341,17.9984,17.7392,17.5926,18.7109,18.06,17.7679,17.6347,42.2472,0.755411,0.180091,0.119845,0.0877414,0.0668371,0.178208,0.12615,0.0932612,0.0736535
DES,17.7244,17.1367,16.9234,16.8121,17.7011,17.1882,16.9483,16.8552,42.0402,0.615329,0.138318,0.0920464,0.0673894,0.0513339,0.136872,0.096889,0.0716288,0.0565693
DES,17.8876,17.4008,17.2624,17.2026,17.8392,17.4369,17.2687,17.2314,42.0344,0.310797,0.14657,0.0975378,0.0714098,0.0543964,0.145038,0.102669,0.0759021,0.0599441
DES,18.1596,17.3757,17.1013,16.9455,18.1065,17.4353,17.1202,17.0088,42.1246,0.286209,0.15126,0.100659,0.0736951,0.0561373,0.149679,0.105955,0.0783312,0.0618625
DES,18.8666,18.0276,17.7604,17.6112,18.8256,18.0942,17.7932,17.672,42.1341,0.265039,0.15074,0.100313,0.0734416,0.0559442,0.149164,0.10559,0.0780617,0.0616497
DES,17.1595,16.832,16.7617,16.7444,17.1375,16.8504,16.7562,16.7614,42.6807,0.674388,0.180096,0.119848,0.0877439,0.066839,0.178213,0.126154,0.0932638,0.0736556
DES,18.8158,18.3971,18.2622,18.2025,18.731,18.4236,18.2536,18.2198,43.026,0.933847,0.212472,0.141394,0.103518,0.0788548,0.210251,0.148833,0.11003,0.0868969
DES,16.6898,16.135,15.971,15.8845,16.6599,16.1734,15.9735,15.9146,42.611,-0.287909,0.189574,0.126156,0.0923619,0.0703567,0.187593,0.132793,0.0981723,0.0775321
DES,16.9943,16.4816,16.3379,16.2674,16.9787,16.5131,16.3499,16.2895,43.5807,-0.396296,0.207023,0.137768,0.100863,0.0768325,0.204859,0.145016,0.107208,0.0846683
DES,17.5262,17.1181,16.9879,16.935,17.5131,17.1476,16.9965,16.9508,43.6796,-0.367611,0.220432,0.146691,0.107396,0.0818087,0.218127,0.154408,0.114152,0.0901521
DES,16.5118,15.6394,15.3679,15.2201,16.4646,15.7014,15.3955,15.2659,43.468,-0.363688,0.204119,0.135835,0.0994484,0.0757548,0.201986,0.142982,0.105705,0.0834808
DES,18.5807,18.2486,17.99,17.9577,18.6286,18.4011,18.1333,17.9186,40.7695,0.00151735,0.108916,0.0724804,0.0530647,0.040422,0.107778,0.0762936,0.0564029,0.0445445
DES,17.9447,17.57,17.4616,17.4344,17.9094,17.5919,17.4729,17.4574,40.4957,-0.117206,0.0862521,0.0573981,0.0420226,0.0320107,0.0853504,0.0604179,0.0446662,0.0352754
DES,18.7988,18.388,18.2789,18.2423,18.7845,18.4182,18.2737,18.2743,41.5762,-0.288789,0.103647,0.0689739,0.0504975,0.0384665,0.102563,0.0726026,0.0536743,0.0423895
DES,17.8007,17.1487,16.9146,16.7933,17.7588,17.19,16.9388,16.8346,40.7758,-0.394932,0.0886718,0.0590084,0.0432015,0.0329088,0.0877449,0.0621129,0.0459193,0.036265
DES,18.8684,18.5702,18.4914,18.4723,18.8529,18.591,18.4713,18.4984,40.7763,-0.472678,0.0917634,0.0610658,0.0447077,0.0340561,0.0908041,0.0642784,0.0475203,0.0375294
